Sl,Review date,Review URL,Author name,Auther_Len,Author URL,Local Guide,Author reviews,Star rating,Rating Diff,Review content,Review image
450,15-07-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUQzel9uX1pREAE!2m1!1s0x0,Jitendra Sarvya,15,https://www.google.com/maps/contrib/108471613625698975265/reviews,FALSE,1,5,0,Sarvaiya Himanshu jitendra bhai,"https://lh3.googleusercontent.com/grass-cs/ANxoTn39JZ4lpNSsAAVMnLeJ-GyW-VB7Zy8R_WdpY7vbUdmtxy0sCtXrKY2Dqg-S6WMpXZq6nszUv_z4BlmuNGvmA5hbHacMpTAQ8M2l7kCIbp3d7EseNCacW4HZTA12YV41BZS4cBU=s188-p-k-rw, https://lh3.googleusercontent.com/grass-cs/ANxoTn3GvKs-OLTG2xjomW-dsS3awHHmGtEqMxRFR0fA1Oq96SV1_raBcNWw6BUHUkKrL12W2CN5Qoe5LsBkZvAXkj13ghvGfsa_ZIdR_QwKa-BTSM0Wj6OZt0K508hSFUTeFl_MpyHF=s188-p-k-rw, https://lh3.googleusercontent.com/grass-cs/ANxoTn0j_ckn_4iqCG6Pi3-rOW8VUY2NKRb6P102osCobLVcpiZRWQ-bYEZx9t9nrHjqLYlUzbf9hJ8qmK0vQzNkx9ZbajuoHGsskyC2xoc-wqeeZ8NS_6258ke49ZHPAnRBlJJ2O1qZnA=s188-p-k-rw, https://lh3.googleusercontent.com/grass-cs/ANxoTn2T2t5lPOd0Nml-gv-Qa2OceIQbJ_9jdA1tW7lnaOKwpJGKa8V4PkhzDTuPB-H5IQp5SLGvJSzjQLQKYTH8zHMrg4PLyyg4dq5a4UKz_BDdPWbsfpJ0mcIHOLD4iH0qhm2lyPHF=s188-p-k-rw, https://lh3.googleusercontent.com/grass-cs/ANxoTn1eD_dm64HRBtTcPZ75HaybYkkD3QIanrkQW3QB0MNR707vKS4q4qRsVSP8OhR6NoI1Vj1yYFWb9Ku-frtOJTID-9sqMsTJcBqb-M8yjy41xWPXiQ1_6475cS4SlKQCPBwUXiPDwA=s188-p-k-rw, https://lh3.googleusercontent.com/grass-cs/ANxoTn2rYcKtbvbKMc3CfNQnQTb2fGEmOz_BaHI1Gnz5nUXOy8QRfI_l4XlxGkkMGSvhVp-cqvKjKx1gPvTnkIbMC7MGEZjAVx9B5SRgqgKr8BwPMooGlyAhBdM_7C_xf1I7rVzaJTA=s188-p-k-rw, https://lh3.googleusercontent.com/grass-cs/ANxoTn1lkT01xXh7dQiMs2M6KDFnj0ur2L0RgCbn1dQL7tldj_-uqguuUoWHTUaM6MwviLj4ZlvC5kckaBlTg529Doo5Dh1HIxcML5bP1DGpDwTixFvBSUD97Yusc-XToYVf_BBh2dul=s188-p-k-rw, https://lh3.googleusercontent.com/grass-cs/ANxoTn2OkzTFFxjgQl4CxTaJTx2mmRjIsIy-Ylslqy4glYCaAloKAco1Unh7lhKY0mOuW-DlVDgHMd23UrpPsdSFQUfDlywyeuwbcVFlVH9MuW0ZLUEdF__Pp4AMnn0eKOI6x1S6Xweluw=s188-p-k-rw, https://lh3.googleusercontent.com/grass-cs/ANxoTn0Y6zuRaz177SLjYQ7Yr3RfKnkj8SHYqwGEkVRf26tyP_X37YgCLDixLE-BjKYyiQVYp5tZj3HCZHZFBNkYg4_H93Z4J2d5_fXhSMF-P3fRspPBqSZklLbvWw_DESRVr6XICUY0=s188-p-k-rw, https://lh3.googleusercontent.com/grass-cs/ANxoTn3fwCOUCJAlY6EkAYX2aESUuiCBWPJV2rlk-XRjvjDmegSBRfuYtLBu3_O_Q5KiUmh-KpB4kPB_D-sQBPh31cRDI4aW8izCYzwhTEJmqhGyOIRkHdDBJbyA1ewTy9pa1ef0fa_FSw=s188-p-k-rw, https://lh3.googleusercontent.com/grass-cs/ANxoTn2JKseq-t1Ey2N2PPn-XukeHoK_XPGsPp0YGyzY9QjSPei6XCC7mPpJ6UNIY3cELiwQUSKC2Nwav1GhRanpZHdj-KvjSSHjrP8TYXQ0gtFPTnnR1nFveKxO9bBYNHXdMwhR_3CL=s188-p-k-rw, https://lh3.googleusercontent.com/grass-cs/ANxoTn0bV2wKIVQGqRW2tobfxPDdVwYDhpjWtI_zvrkaCeeGMkyk7jCw7LE99JYsCsc8DaIQZ5OB-HKZgL0XVuekbQ_PsZSL71-wocjgtg-c6LVyRgIf_H7TnUUZ6EqbjPG7bbIziHFmYA=s188-p-k-rw, https://lh3.googleusercontent.com/grass-cs/ANxoTn3EwmGQ_wlBJQPv7mLoATqN5oY2Gwo6LgcVkK3gWb9jjbIRLLey_0dnUISXRNOn2mrDzClIokGuLZpZ6KsYORJf_5GsJY0NAlsrXTYH0Hrtst8IZX8aO8jm0PA-RlO5puxg5r6P=s188-p-k-rw, https://lh3.googleusercontent.com/grass-cs/ANxoTn2fWccV_qiegr94DP0D13_Tuxep6ye8RNNYCUk2U2TloEMQPIdjjqNOWUCdDydjXtRhzcbporYg7k4hK28ebdfsI-qMuUrxCexRfm8BPPnUQUSdb-dY2JYC2Pd48ASR-L4rvOiAfw=s188-p-k-rw, https://lh3.googleusercontent.com/grass-cs/ANxoTn2kDTFEPuUJoNcqHQYQDdzTm9A6sivyA5ObhOpvKC6-E71cm6vPMBwAx_MrbQSbMYGLJS1TF0psloZ6EqOdGdyARFax2yMy3icxBG4AprN8LVWw2ZMQSus3-li5R7xmecFiMab1=s188-p-k-rw"
451,15-03-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNXdC1YWGd3RRAB!2m1!1s0x0,Salman Ali Shah,15,https://www.google.com/maps/contrib/104635971864169704636/reviews,TRUE,8,5,0,Very nice JethalalAap Ki Dukaan,
452,15-09-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tsNGVtYzNNMlpOTTBGYU0wdFRjakZaUm1Rek1WRRAB!2m1!1s0x0,Abhishek Gupta,14,https://www.google.com/maps/contrib/112453131289570101891/reviews,TRUE,7,5,0,Bestam best piece h😄😄😄,
453,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xKcmFFNWZkMGMwUlhRelJFTjRSSHB5VGtJNFRHYxAB!2m1!1s0x0,Galib Sandhu,12,https://www.google.com/maps/contrib/114717215428109123937/reviews,TRUE,6,5,0,Nattu kaka help me buy a phone.,
454,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT213M1ZIQTRZMnRDTVVwT1kzZzRlVEpQVW5wTU9XYxAB!2m1!1s0x0,Pooja Patel,11,https://www.google.com/maps/contrib/104590871315453903166/reviews,FALSE,7,5,0,"Jethalal is very helpful, kind.",
455,15-04-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURXaTRUdmVREAE!2m1!1s0x0,Shilpa Bhat,11,https://www.google.com/maps/contrib/117735256595545981255/reviews,TRUE,41,5,0,I very happy to shop from here.,"https://lh3.googleusercontent.com/grass-cs/ANxoTn1at3J-UWjKzN3tsh8aimODSWqEcIqGHICjaA5kv95PXO_uwS7c7K0JEBo4AK-1uV67QnHveMzc8P_yb285VrG8Y9LWrsSeZaYfxDCbg7x1K5CsCTBKus2pDgxzIyoXSxlwLEO4=s188-p-k-rw, https://lh3.googleusercontent.com/grass-cs/ANxoTn0F6mG6w9pGG1npd_haCShxRq_ddGKddeYahVrERmDoU6BYVd_IHB6-nWqqqud9VA9NUDnOrWZwDJ3SojR8nd9lqPNQpueX7114-LAPCGM4JnzLBduo01-6Gh0lgxHLNY00837oPA=s188-p-k-rw"
456,15-11-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNZaE9INm5RRRAB!2m1!1s0x0,Time Pass,9,https://www.google.com/maps/contrib/105336651166060097279/reviews,FALSE,1,5,0,Jetha lal is a good businessman,
457,15-12-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNZdkp5aDJnRRAB!2m1!1s0x0,Akanksha,8,https://www.google.com/maps/contrib/107697444267630820001/reviews,FALSE,3,5,0,Best place to purchase Tony TV.,
458,15-09-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTURvMXBhM293RRAB!2m1!1s0x0,Nitish Pandey,13,https://www.google.com/maps/contrib/110122941282129964716/reviews,FALSE,1,1,4,Online shoping gada electronic,
459,15-11-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURseHByNGZnEAE!2m1!1s0x0,Peyush Kumar,12,https://www.google.com/maps/contrib/110189419074365235079/reviews,FALSE,5,5,0,Good Shop and affordable price,
460,15-04-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURSXzhTbUZREAE!2m1!1s0x0,Shree Telang,12,https://www.google.com/maps/contrib/113363002309237571218/reviews,TRUE,40,5,0,Best shop ever 😍 love tmkoc,
461,15-02-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNtMS0zM3lBRRAB!2m1!1s0x0,K K Singh,9,https://www.google.com/maps/contrib/102739297580603922449/reviews,FALSE,3,5,0,Very good Shop and nice person,
462,15-03-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURtdjV5c1VREAE!2m1!1s0x0,Chandan Rawani,14,https://www.google.com/maps/contrib/110519256317468764348/reviews,TRUE,36,5,0,A1 shop in  all over the shop,
463,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VKSE1tTXJnNkxQN0FnEAE!2m1!1s0x0,Bassam Saeed,12,https://www.google.com/maps/contrib/101045762519930220873/reviews,FALSE,2,5,0,Mr jethalal shop is best shop,
464,15-06-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNxdmNDU1d3EAE!2m1!1s0x0,Maan Singh,10,https://www.google.com/maps/contrib/114797964692806851537/reviews,FALSE,1,5,0,Jetha Laal gada shop 👌👍,
465,15-04-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURXLXY3MWd3RRAB!2m1!1s0x0,S K Studio,10,https://www.google.com/maps/contrib/102125911045233348830/reviews,FALSE,3,5,0,Krishna telecom mobile number,
466,15-02-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUQ5MHZfVUJBEAE!2m1!1s0x0,Archana Kumari,14,https://www.google.com/maps/contrib/117206416206697013180/reviews,FALSE,1,5,0,Humko jethalal se Milana hai,
467,15-12-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNHMllUQXJBRRAB!2m1!1s0x0,Situ Manjhu,11,https://www.google.com/maps/contrib/115527917588029511906/reviews,FALSE,1,5,0,Jethalal ji ka mobile number,
468,15-12-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURHMk9yZ1ZREAE!2m1!1s0x0,Tarun Kumar,11,https://www.google.com/maps/contrib/111519684777770311651/reviews,TRUE,74,5,0,"Famous place, can be visited",
469,15-08-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUN1dWVMRVp3EAE!2m1!1s0x0,Chandrashekhar Poddar,21,https://www.google.com/maps/contrib/110400292439020482257/reviews,TRUE,925,5,0,Good store for electronics,
470,15-12-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURWXzdTUm53RRAB!2m1!1s0x0,Krishan King,12,https://www.google.com/maps/contrib/105851042227369350175/reviews,FALSE,1,5,0,The shop is very nice 👍,
471,15-01-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNtOElDcWZBEAE!2m1!1s0x0,Sakshi Hotchandani,18,https://www.google.com/maps/contrib/114456883051193936763/reviews,FALSE,8,5,0,I love this shop 👍😍,
472,15-09-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tKcFF6SnpXV1J3T0c0MGNXZDVkVkpwZDNORVltYxAB!2m1!1s0x0,Kajal Guleria,13,https://www.google.com/maps/contrib/113082913380460242787/reviews,TRUE,15,5,0,Good hai gada electronics,
473,15-03-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNXc3FidXRRRRAB!2m1!1s0x0,Anthony Dias,12,https://www.google.com/maps/contrib/104071833058045094866/reviews,FALSE,3,4,1,NEXT DOOR TO DOOR SERVICE,
474,15-07-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURQci1pckVnEAE!2m1!1s0x0,Saad Safi,9,https://www.google.com/maps/contrib/103933175871067454554/reviews,FALSE,3,5,0,nice vibrator for massage,
475,15-12-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNHbE5DVWJ3EAE!2m1!1s0x0,Tna Omkar,9,https://www.google.com/maps/contrib/108989748976195839932/reviews,FALSE,1,5,0,Ramsung tv is the best tv,
476,15-12-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURHaUp2WXZ3RRAB!2m1!1s0x0,Siddiqui Shafiq,15,https://www.google.com/maps/contrib/114276786251411505525/reviews,TRUE,1,5,0,Dargah Habibabano Pohnir,"https://lh3.googleusercontent.com/grass-cs/ANxoTn1Jh0jA0_Vul29EfZ_PomB4qP6X2CN9zBwYnu4i6CjJHintUn7XgB_cchFxtZrGnWaaarMUK-XrOk5fChFjgMulYn9LvCtOnPN87zDLaeSUSYl5L3p2yzL5WwggfmUN8Mk-K_tJ=s188-p-k-rw, https://lh3.googleusercontent.com/grass-cs/ANxoTn3jW0bPt3phvYD4LNnFgajtyT6xCwmUr9RzE8dH1xc-02faj8-zRR6YjJvlw6pIIAnkIsAmHJxWXyxntfOnHJxfM5FUSMefc4cfuPX5QpsVJqn789aFw67wE_wl76M2IZVgYv22=s188-p-k-rw"
477,15-10-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNlc3ZtR0pREAE!2m1!1s0x0,Solanki Dakshit,15,https://www.google.com/maps/contrib/114189971774130578846/reviews,TRUE,76,5,0,It was great to see 😊,
478,15-04-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUMyMV9tQjV3RRAB!2m1!1s0x0,Ali Akram Akib,14,https://www.google.com/maps/contrib/117713978923074862107/reviews,TRUE,92,1,4,nothing there fake place,
479,15-08-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURfMS15anZBRRAB!2m1!1s0x0,Ramchandra Yadav Ramchandra Yadav,33,https://www.google.com/maps/contrib/104084435583031193498/reviews,FALSE,2,5,0,Yadav electrician garha,
480,15-09-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUR1dGQzd1lBEAE!2m1!1s0x0,Rahul Vijay Jadhav,18,https://www.google.com/maps/contrib/115315876269894698888/reviews,TRUE,8,5,0,I love 😍😍😍😍,
481,15-02-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNtOEp1RkZ3EAE!2m1!1s0x0,Sophia Khan,11,https://www.google.com/maps/contrib/102004901088884932167/reviews,FALSE,6,5,0,Excellent products 💫,
482,15-08-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUR1MU9uQzFBRRAB!2m1!1s0x0,Isw Ideas & Suggestions For World,33,https://www.google.com/maps/contrib/111477490944799031450/reviews,TRUE,24,5,0,Good Shop Good Product,
483,15-06-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURxMFlhQjh3RRAB!2m1!1s0x0,Skillz krishna Punjabi Kota,27,https://www.google.com/maps/contrib/112102127942135544155/reviews,TRUE,336,5,0,Good Shop Good Product,
484,15-07-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNhcGItYnJBRRAB!2m1!1s0x0,Mainuddin Lohar Mainuddin Lohar,31,https://www.google.com/maps/contrib/105013460669521126261/reviews,FALSE,1,5,0,Good Shop Good Product,
485,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25GQ04zUllTR2Q0WldST1ZVRkxhM1pHY0ZkZmRHYxAB!2m1!1s0x0,Neeta Anoop Chaturvedi (Neeta),30,https://www.google.com/maps/contrib/109523956369131406455/reviews,TRUE,50,5,0,Good Shop Good Product,
486,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VOcWV4NW5rMjZERzRnRRAB!2m1!1s0x0,Arena Grande,12,https://www.google.com/maps/contrib/115786546173713594010/reviews,FALSE,1,5,0,Good Shop Good Product,
487,15-04-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUMydUxIYS1nRRAB!2m1!1s0x0,Shivam Agrawal The Sweet Boy,28,https://www.google.com/maps/contrib/104423550366577885908/reviews,FALSE,2,5,0,Good Shop Good Product,
488,15-06-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURxcnMyUnZnRRAB!2m1!1s0x0,Akashdeep Solanki Official,26,https://www.google.com/maps/contrib/111898680679949530836/reviews,FALSE,1,5,0,Good Shop Good Product,
489,15-09-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURadE96RVJ3EAE!2m1!1s0x0,Amarnathreddy Nallakaluva,25,https://www.google.com/maps/contrib/115893175220535254830/reviews,TRUE,17,4,1,Good Shop Good Product,
490,15-08-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUR2aVoya1BREAE!2m1!1s0x0,Khan shahid Shahid,18,https://www.google.com/maps/contrib/117389038982640085311/reviews,FALSE,3,5,0,Good Shop Good Product,
491,15-03-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNoNzlHd3d3RRAB!2m1!1s0x0,Rajpurohit Gajendrasingh,24,https://www.google.com/maps/contrib/118308482988238392706/reviews,FALSE,9,5,0,Good Shop Good Product,
492,15-06-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNyaHJDT213RRAB!2m1!1s0x0,Rajendarsingh Shekhawat,23,https://www.google.com/maps/contrib/115562195152595593685/reviews,TRUE,4,5,0,Good Shop Good Product,
493,15-08-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURwNXF2SFp3EAE!2m1!1s0x0,Ajeetkumar Ajeetkumar,21,https://www.google.com/maps/contrib/113146547438993492562/reviews,FALSE,1,5,0,Good Shop Good Product,
494,15-10-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURadHZUUVB3EAE!2m1!1s0x0,Mahadev Mahto Mahadev,21,https://www.google.com/maps/contrib/114981716435933749419/reviews,FALSE,2,5,0,Good Shop Good Product,
495,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2s4MFgyUldaVUZPT1VkdGRsWlpjV1p0UW5aUlMxRRAB!2m1!1s0x0,Rooshine Chandiramani,21,https://www.google.com/maps/contrib/108227819197058822099/reviews,FALSE,5,5,0,Good Shop Good Product,
496,15-09-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT201ME5DMU9VMkkzV0RjMGMxRkJiV1UyYW5OVVVrRRAB!2m1!1s0x0,Birendra Kumar Singh,20,https://www.google.com/maps/contrib/107566258308444178735/reviews,FALSE,1,5,0,Good Shop Good Product,
497,15-10-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNZLUxDcGRnEAE!2m1!1s0x0,Divyangini Prajapati,20,https://www.google.com/maps/contrib/115090290086924234651/reviews,FALSE,1,5,0,Good Shop Good Product,
498,15-07-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNhOFBmaFhREAE!2m1!1s0x0,Krishna Gopal Sharma,20,https://www.google.com/maps/contrib/102653188418623548199/reviews,FALSE,1,5,0,Good Shop Good Product,
499,15-07-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNhbnF2aDNRRRAB!2m1!1s0x0,Mishka Royal Enfield,20,https://www.google.com/maps/contrib/112520251884124102090/reviews,FALSE,2,5,0,Good Shop Good Product,
500,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJLXdfc1hpZ05YaUJBEAE!2m1!1s0x0,Sidharth Daram Chand,20,https://www.google.com/maps/contrib/103697282162518036315/reviews,FALSE,1,5,0,Good Shop Good Product,
501,15-07-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURPcnVMVFJnEAE!2m1!1s0x0,Dasarath Rajpurohit,19,https://www.google.com/maps/contrib/107467807072285763048/reviews,FALSE,1,5,0,Good Shop Good Product,
502,15-12-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURWcl9YN3ZnRRAB!2m1!1s0x0,Gautherm Khandelwal,19,https://www.google.com/maps/contrib/117713730643413585389/reviews,FALSE,1,4,1,Good Shop Good Product,
503,15-03-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNSZ2NIaWZnEAE!2m1!1s0x0,Kestin Babu Abraham,19,https://www.google.com/maps/contrib/108333063455742663590/reviews,TRUE,2,5,0,Good Shop Good Product,
504,15-06-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURxNEl5dnFBRRAB!2m1!1s0x0,Rajeev Ranjan Singh,19,https://www.google.com/maps/contrib/111306869147837133619/reviews,FALSE,1,5,0,Good Shop Good Product,
505,15-04-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VPZV9pb3FQMlllNXBBRRAB!2m1!1s0x0,Aryan Vijayvergiya,18,https://www.google.com/maps/contrib/103940273382365001850/reviews,FALSE,2,5,0,Good Shop Good Product,
506,15-08-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUN1ci1la3VnRRAB!2m1!1s0x0,Dayal Ram Prajapat,18,https://www.google.com/maps/contrib/102558214727587938429/reviews,FALSE,4,4,1,Good Shop Good Product,
507,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJbl91ZlBPOUwtWmdnRRAB!2m1!1s0x0,Kavya Sharma Vii B,18,https://www.google.com/maps/contrib/112574999923727761832/reviews,FALSE,1,5,0,Good Shop Good Product,
508,15-12-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUMxbWREN2R3EAE!2m1!1s0x0,Kevin Babu Abraham,18,https://www.google.com/maps/contrib/110683919941302684921/reviews,FALSE,2,5,0,Good Shop Good Product,
509,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25kRldIcGpXVnB3VjFJM2RDMUtUSFY2T1VWUFpFRRAB!2m1!1s0x0,Mohan Patel Nimbla,18,https://www.google.com/maps/contrib/100800571968356844368/reviews,TRUE,11,5,0,Good Shop Good Product,
510,15-10-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNlemVfS1FBEAE!2m1!1s0x0,Mohd Jahangir Alam,18,https://www.google.com/maps/contrib/114724236561421984348/reviews,FALSE,1,5,0,Good Shop Good Product,
511,15-10-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2paMVh6aHdNV1o0U0VReFRHeEVZVkpvVDBZdE9HYxAB!2m1!1s0x0,Mohdrafique Idrisi,18,https://www.google.com/maps/contrib/107333775023309321968/reviews,FALSE,1,5,0,Good Shop Good Product,https://lh3.googleusercontent.com/grass-cs/ANxoTn3NdEprnjnfhz11-XZBFOeB_jRsDgzZgbesyAVfs3_ipLgfh2E8RtpWYJLNaT6Sjk65fPE2S4zqOo3MOEWWXsTRraMNRuTN1ShPUerAsCI9cEwCmNfJuuDBgOjMU7PLzngit57oWl6s8ws=s188-p-k-rw
512,15-06-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURMdmRfM21RRRAB!2m1!1s0x0,Pravinbhai Solanki,18,https://www.google.com/maps/contrib/104996149217867771625/reviews,FALSE,3,5,0,Good Shop Good Product,
